snomed_code,icd10_code,icd10_description
59276001,E09.3532,"Drug or chemical induced diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, left eye"
5368009,E09.3532,"Drug or chemical induced diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, left eye"
232023006,E09.3532,"Drug or chemical induced diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, left eye"
59276001,E09.3533,"Drug or chemical induced diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, bilateral"
5368009,E09.3533,"Drug or chemical induced diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, bilateral"
232023006,E09.3533,"Drug or chemical induced diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, bilateral"
59276001,E09.3539,"Drug or chemical induced diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, unspecified eye"
5368009,E09.3539,"Drug or chemical induced diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, unspecified eye"
232023006,E09.3539,"Drug or chemical induced diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, unspecified eye"
59276001,E09.354,Drug or chemical induced diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment
5368009,E09.354,Drug or chemical induced diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment
232012007,E09.354,Drug or chemical induced diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment
59276001,E09.3541,"Drug or chemical induced diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, right eye"
5368009,E09.3541,"Drug or chemical induced diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, right eye"
232012007,E09.3541,"Drug or chemical induced diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, right eye"
59276001,E09.3542,"Drug or chemical induced diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, left eye"
5368009,E09.3542,"Drug or chemical induced diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, left eye"
232012007,E09.3542,"Drug or chemical induced diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, left eye"
59276001,E09.3543,"Drug or chemical induced diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, bilateral"
5368009,E09.3543,"Drug or chemical induced diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, bilateral"
232012007,E09.3543,"Drug or chemical induced diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, bilateral"
59276001,E09.3549,"Drug or chemical induced diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, unspecified eye"
5368009,E09.3549,"Drug or chemical induced diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, unspecified eye"
232012007,E09.3549,"Drug or chemical induced diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, unspecified eye"
59276001,E09.355,Drug or chemical induced diabetes mellitus with stable proliferative diabetic retinopathy
5368009,E09.355,Drug or chemical induced diabetes mellitus with stable proliferative diabetic retinopathy
59276001,E09.3551,"Drug or chemical induced diabetes mellitus with stable proliferative diabetic retinopathy, right eye"
5368009,E09.3551,"Drug or chemical induced diabetes mellitus with stable proliferative diabetic retinopathy, right eye"
59276001,E09.3552,"Drug or chemical induced diabetes mellitus with stable proliferative diabetic retinopathy, left eye"
5368009,E09.3552,"Drug or chemical induced diabetes mellitus with stable proliferative diabetic retinopathy, left eye"
59276001,E09.3553,"Drug or chemical induced diabetes mellitus with stable proliferative diabetic retinopathy, bilateral"
5368009,E09.3553,"Drug or chemical induced diabetes mellitus with stable proliferative diabetic retinopathy, bilateral"
59276001,E09.3559,"Drug or chemical induced diabetes mellitus with stable proliferative diabetic retinopathy, unspecified eye"
5368009,E09.3559,"Drug or chemical induced diabetes mellitus with stable proliferative diabetic retinopathy, unspecified eye"
59276001,E09.3591,"Drug or chemical induced diabetes mellitus with proliferative diabetic retinopathy without macular edema, right eye"
312912001,E09.3591,"Drug or chemical induced diabetes mellitus with proliferative diabetic retinopathy without macular edema, right eye"
5368009,E09.3591,"Drug or chemical induced diabetes mellitus with proliferative diabetic retinopathy without macular edema, right eye"
59276001,E09.3592,"Drug or chemical induced diabetes mellitus with proliferative diabetic retinopathy without macular edema, left eye"
312912001,E09.3592,"Drug or chemical induced diabetes mellitus with proliferative diabetic retinopathy without macular edema, left eye"
5368009,E09.3592,"Drug or chemical induced diabetes mellitus with proliferative diabetic retinopathy without macular edema, left eye"
59276001,E09.3593,"Drug or chemical induced diabetes mellitus with proliferative diabetic retinopathy without macular edema, bilateral"
312912001,E09.3593,"Drug or chemical induced diabetes mellitus with proliferative diabetic retinopathy without macular edema, bilateral"
5368009,E09.3593,"Drug or chemical induced diabetes mellitus with proliferative diabetic retinopathy without macular edema, bilateral"
59276001,E09.3599,"Drug or chemical induced diabetes mellitus with proliferative diabetic retinopathy without macular edema, unspecified eye"
312912001,E09.3599,"Drug or chemical induced diabetes mellitus with proliferative diabetic retinopathy without macular edema, unspecified eye"
5368009,E09.3599,"Drug or chemical induced diabetes mellitus with proliferative diabetic retinopathy without macular edema, unspecified eye"
312912001,E09.37,"Drug or chemical induced diabetes mellitus with diabetic macular edema, resolved following treatment"
5368009,E09.37,"Drug or chemical induced diabetes mellitus with diabetic macular edema, resolved following treatment"
312912001,E09.37X1,"Drug or chemical induced diabetes mellitus with diabetic macular edema, resolved following treatment, right eye"
5368009,E09.37X1,"Drug or chemical induced diabetes mellitus with diabetic macular edema, resolved following treatment, right eye"
312912001,E09.37X2,"Drug or chemical induced diabetes mellitus with diabetic macular edema, resolved following treatment, left eye"
5368009,E09.37X2,"Drug or chemical induced diabetes mellitus with diabetic macular edema, resolved following treatment, left eye"
312912001,E09.37X3,"Drug or chemical induced diabetes mellitus with diabetic macular edema, resolved following treatment, bilateral"
5368009,E09.37X3,"Drug or chemical induced diabetes mellitus with diabetic macular edema, resolved following treatment, bilateral"
312912001,E09.37X9,"Drug or chemical induced diabetes mellitus with diabetic macular edema, resolved following treatment, unspecified eye"
5368009,E09.37X9,"Drug or chemical induced diabetes mellitus with diabetic macular edema, resolved following treatment, unspecified eye"
312912001,E10.3211,"Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, right eye"
138881000119106,E10.3211,"Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, right eye"
